C	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	7231	Frank Bruno_**_http://dbpedia.org/resource/Frank_Bruno	Judge	0.4807771312	Pope	0.4776444122	Scientist	0.4577823467	FashionDesigner	0.4425844186	Saint	0.4369244018	GivenName	0.3930802119	Name	0.3930802119	Swimmer	0.3589463578	Jockey	0.3548105125	Skater	0.3537299111		GOLD_STANDARD:	Agent	Person	Athlete	Boxer		
W	wes2015_uniq_distanceGoogleNews_results_ordered.tsv	1645	orbits_**_http://dbpedia.org/resource/Orbit	Galaxy	0.530032301	Planet	0.3924925394	Constellation	0.378328771	CelestialBody	0.3196673291	Rocket	0.3073707947	Artery	0.2892824138	SpaceStation	0.2671980919	Star	0.2658148111	Bacteria	0.1957684096	GolfPlayer	0.1742260688		GOLD_STANDARD:	Agent	Organisation	Company			
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	471	Tami Whitlinger Jones_**_http://dbpedia.org/resource/Tami_Whitlinger	Senator	0.4747701444	Ambassador	0.4441024496	Governor	0.4198327454	Scientist	0.413566352	GivenName	0.3899770816	Name	0.3899770816	Skater	0.3847389302	BaseballPlayer	0.3844110662	GridironFootballPlayer	0.383283742	AmericanFootballPlayer	0.383283742		GOLD_STANDARD:	Agent	Person				
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	5669	Wimbledon_**_http://dbpedia.org/resource/Wimbledon_F.C.	OlympicEvent	0.3498854283	GolfTournament	0.3284274751	HorseRace	0.3124422592	Race	0.2945469765	TennisLeague	0.2923703089	Tournament	0.2855582129	Olympics	0.2855483635	Racecourse	0.2847552076	RaceTrack	0.2847552076	HistoricPlace	0.2780019721		GOLD_STANDARD:	Agent	Organisation	SportsTeam	SoccerClub		
R	wes2015_uniq_distanceGoogleNews_results_ordered.tsv	6485	Anton von Werner_**_http://dbpedia.org/resource/Anton_von_Werner	Noble	0.5424894953	GivenName	0.4580342118	Name	0.4580342118	Architect	0.4026546733	ChristianBishop	0.3917024477	Philosopher	0.3575125018	ReligiousBuilding	0.3552165144	Astronaut	0.345866913	Scientist	0.3391900358	President	0.3327753551		GOLD_STANDARD:	Agent	Person	Artist			
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	507	Allensbach_**_http://dbpedia.org/resource/Allensbach	Skater	0.2555988343	AcademicJournal	0.2549486117	Convention	0.2543667447	Swimmer	0.2226495171	TelevisionStation	0.2101220485	RadioStation	0.2093436098	Skier	0.2059118036	HistoricPlace	0.2043472138	TelevisionShow	0.2032150012	FashionDesigner	0.2005435464		GOLD_STANDARD:	Place	PopulatedPlace	Settlement			
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	1335	Chris Adams_**_http://dbpedia.org/resource/Chris_Adams_(cricketer)	Judge	0.620186878	Pope	0.5703913148	Governor	0.5423173587	Jockey	0.532395469	Scientist	0.4807304813	Senator	0.4789144339	Ambassador	0.4742956553	GolfPlayer	0.4732056077	RugbyPlayer	0.4501897359	BaseballPlayer	0.448360766		GOLD_STANDARD:	Agent	Person	Athlete	Cricketer		
R	neel2015_uniq_distanceGoogleNews_results_ordered.tsv	74	Broadway_**_http://dbpedia.org/resource/Broadway_theatre	Murderer	0.2930027997	Venue	0.2521776535	River	0.2405802057	ComicsCharacter	0.2297584856	FilmFestival	0.2296648504	Stream	0.2215688606	BeautyQueen	0.2139178705	Diocese	0.2135957683	ClericalAdministrativeRegion	0.2135957683	Song	0.2064300737		GOLD_STANDARD:	TopicalConcept	Genre				
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	5941	Gilbert Schaller_**_http://dbpedia.org/resource/Gilbert_Schaller	Senator	0.468916626	Ambassador	0.4301824155	Scientist	0.4124279764	Governor	0.3577001844	Judge	0.3408205822	LawFirm	0.3370867449	GolfCourse	0.3292820412	Skater	0.3229105422	Jockey	0.320457352	GridironFootballPlayer	0.3166089864		GOLD_STANDARD:	Agent	Person	Athlete	TennisPlayer		
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	8173	Emilio Valle_**_http://dbpedia.org/resource/Emilio_Valle	BeautyQueen	0.513420238	FashionDesigner	0.3890252585	GivenName	0.3731320906	Name	0.3731320906	SkiArea	0.3680225755	Cardinal	0.3435681799	Saint	0.2957849286	Cleric	0.2910608226	Cyclist	0.2865019853	PrimeMinister	0.2817521954		GOLD_STANDARD:	Agent	Person				
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	4741	Shell_**_http://dbpedia.org/resource/Shell_Turbo_Chargers	Automobile	0.2456058969	GolfCourse	0.2384427306	Band	0.2314989114	Group	0.2314989114	Scientist	0.2040348112	LawFirm	0.1919756043	MeanOfTransportation	0.1842119162	Eukaryote	0.1834021346	Species	0.1834021346	Park	0.1773388985		GOLD_STANDARD:	Agent	Organisation	SportsTeam			
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	5949	Microsoft_**_http://dbpedia.org/resource/Microsoft	Software	0.4094690595	ProgrammingLanguage	0.3348105638	Convention	0.2927798619	HistoricPlace	0.2056239027	Ship	0.1988694658	MeanOfTransportation	0.1967614715	Automobile	0.1946534772	Eukaryote	0.1850394069	Species	0.1850394069	Play	0.1822592801		GOLD_STANDARD:	Agent	Organisation	Company			
	wes2015_uniq_distanceGoogleNews_results_ordered.tsv	5221	William Alfred Higinbotham_**_http://dbpedia.org/resource/William_Higinbotham	BasketballPlayer	0.6432535972	PrimeMinister	0.5229565438	Astronaut	0.5172740137	ReligiousBuilding	0.5093345695	President	0.4982807033	Cartoon	0.4439074057	HollywoodCartoon	0.4439074057	GivenName	0.4215469904	Name	0.4215469904	Medician	0.4122183508		GOLD_STANDARD:	Agent	Person				
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	2705	Miltiadis Evert_**_http://dbpedia.org/resource/Miltiadis_Evert	Skater	0.3752238969	TennisPlayer	0.294266528	WinterSportPlayer	0.2767584411	IceHockeyPlayer	0.2707431277	Scientist	0.2678601096	Swimmer	0.2678272788	Cyclist	0.266951131	Skier	0.2665304745	Play	0.2388425002	Journalist	0.2386315284		GOLD_STANDARD:	Agent	Person	OfficeHolder			
	neel2014_uniq_distanceGoogleNews_results_ordered.tsv	397	Osborne_**_http://dbpedia.org/resource/George_Osborne	AustralianRulesFootballPlayer	0.4713621071	Venue	0.398439507	MartialArtist	0.3795567896	MemberOfParliament	0.3368962077	RugbyPlayer	0.332072609	Astronaut	0.3265372607	NascarDriver	0.3212229822	Cardinal	0.3175133253	Murderer	0.3097921998	Congressman	0.3090456861		GOLD_STANDARD:	Agent	Person	OfficeHolder			
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	1304	Johansson_**_http://dbpedia.org/resource/Stefan_Johansson	Senator	0.3276899017	IceHockeyPlayer	0.2821823254	Play	0.2794908763	TennisPlayer	0.2678250331	Swimmer	0.2591226052	Journalist	0.2578318901	Scientist	0.2566087491	Ambassador	0.2472987094	WinterSportPlayer	0.2464588379	Skater	0.2425321969		GOLD_STANDARD:	Agent	Person	Athlete	MotorsportRacer	RacingDriver	FormulaOneRacer
R	wes2015_uniq_distanceGoogleNews_results_ordered.tsv	5510	Alfred W. Adler_**_http://dbpedia.org/resource/Alfred_Adler	ReligiousBuilding	0.4988146749	PrimeMinister	0.4864415029	President	0.4815488558	BasketballPlayer	0.4680319971	Astronaut	0.4058852289	Name	0.3939985986	GivenName	0.3939985986	Engineer	0.3820797838	Politician	0.3650908708	MilitaryPerson	0.3635566408		GOLD_STANDARD:	Agent	Person				
R	wikinews_uniq_distanceGoogleNews_results_ordered.tsv	598	iTunes_**_http://dbpedia.org/resource/ITunes_Store	InformationAppliance	0.3862721403	Device	0.3862721403	TopicalConcept	0.3405838712	Genre	0.3405838712	Band	0.3298691594	Group	0.3298691594	Software	0.2917049198	Work	0.273505676	Website	0.2302652096	Currency	0.1531912529		GOLD_STANDARD:	Agent	Organisation				
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	5918	Kivu_**_http://dbpedia.org/resource/Kivu	ProtectedArea	0.4117829908	ProgrammingLanguage	0.2272974788	SkiArea	0.2148725084	Continent	0.2127230674	Village	0.205744942	Criminal	0.1983688268	MountainRange	0.1933184461	FictionalCharacter	0.1878118085	HistoricPlace	0.175894787	Island	0.1748668323		GOLD_STANDARD:	Place	PopulatedPlace				
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	3564	Blinker_**_http://dbpedia.org/resource/Regi_Blinker	FictionalCharacter	0.25171814	Bridge	0.2515909923	Book	0.2431140529	Lake	0.2390729952	RouteOfTransportation	0.2323867852	GolfCourse	0.2293542602	FilmFestival	0.2180155894	Road	0.2131825781	School	0.2051176087	Play	0.2016183768		GOLD_STANDARD:	Agent	Person	Athlete	SoccerPlayer		
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	4326	Sturm Graz_**_http://dbpedia.org/resource/SK_Sturm_Graz	Senator	0.2767219911	IceHockeyPlayer	0.2635821774	Skier	0.2626895006	WinterSportPlayer	0.2623247373	Airport	0.260278809	Skater	0.2553367513	Cyclist	0.2294910771	Swimmer	0.2245898477	FormulaOneRacer	0.2171135009	Infrastructure	0.212462882		GOLD_STANDARD:	Agent	Organisation	SportsTeam	SoccerClub		
	neel2015_uniq_distanceGoogleNews_results_ordered.tsv	492	Good Weekend_**_http://dbpedia.org/resource/The_Sydney_Morning_Herald	Song	0.3857047229	NationalFootballLeagueEvent	0.2985577088	Holiday	0.2894191242	Single	0.2636646558	MusicalWork	0.2394443795	SoccerTournament	0.2342578695	LawFirm	0.2321140431	FilmFestival	0.2274163577	ComedyGroup	0.2231369948	CyclingRace	0.2228330581		GOLD_STANDARD:	Work	WrittenWork	PeriodicalLiterature	Newspaper		
	neel2015_uniq_distanceGoogleNews_results_ordered.tsv	1848	Kuwait_**_http://dbpedia.org/resource/Kuwait_national_football_team	Governor	0.3361609813	Mountain	0.3284059262	Country	0.2648507957	MilitaryUnit	0.2350014394	MilitaryConflict	0.2286423758	Airline	0.2270546698	MilitaryPerson	0.2125097532	Continent	0.210581939	Ship	0.1994249207	Legislature	0.1906485225		GOLD_STANDARD:	Agent	Organisation	SportsTeam	SoccerClub		
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	182	Eric Anthony_**_http://dbpedia.org/resource/Eric_Anthony	Pope	0.5664856848	GivenName	0.5582040044	Name	0.5582040044	Judge	0.5434207391	Scientist	0.5089354314	Saint	0.4583171232	Philosopher	0.4217707055	Swimmer	0.4133742811	Governor	0.409902757	GolfPlayer	0.4077095507		GOLD_STANDARD:	Agent	Person	Athlete	BaseballPlayer		
	wes2015_uniq_distanceGoogleNews_results_ordered.tsv	2129	Bartels_**_http://dbpedia.org/resource/Johann_Christian_Martin_Bartels	Religious	0.3342567408	Medician	0.3166903754	Station	0.3033768369	UnitOfWork	0.2938718997	Case	0.2938718997	SupremeCourtOfTheUnitedStatesCase	0.2938718997	LegalCase	0.2938718997	President	0.2383561197	Architect	0.2362407375	Scientist	0.2276251169		GOLD_STANDARD:	Agent	Person				
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	7635	Linz_**_http://dbpedia.org/resource/Linz	Airport	0.2787311563	SkiArea	0.2776739638	Play	0.2736679588	GrandPrix	0.2547377319	Library	0.2542186185	Swimmer	0.2542185869	Infrastructure	0.2291958681	Saint	0.2128991726	TennisPlayer	0.2128717628	RadioStation	0.2113818613		GOLD_STANDARD:	Place	PopulatedPlace	Settlement			
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	2898	Voskamp_**_http://dbpedia.org/resource/Bart_Voskamp	Skater	0.404034669	BeautyQueen	0.3797828693	Senator	0.3552512637	Scientist	0.3549763384	Ambassador	0.3454920886	Journalist	0.3348219652	Saint	0.3210026489	Judge	0.3174856711	Cardinal	0.3104162031	GivenName	0.3071784524		GOLD_STANDARD:	Agent	Person	Athlete	Cyclist		
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	1045	Christian Blanc_**_http://dbpedia.org/resource/Christian_Blanc	Cardinal	0.306382669	SkiArea	0.3037277735	Saint	0.3030298773	CyclingRace	0.2889512882	Skater	0.2771649327	Scientist	0.2668499595	Pope	0.2568679561	Language	0.25097042	Cyclist	0.2483441521	Cleric	0.2409806199		GOLD_STANDARD:	Agent	Person	OfficeHolder			
R	neel2015_uniq_distanceGoogleNews_results_ordered.tsv	2236	Wimbledon_**_http://dbpedia.org/resource/Wimbledon,_London	GolfTournament	0.4255826589	Tournament	0.3964594199	TennisPlayer	0.381434814	SportsEvent	0.3178669004	CyclingRace	0.3138592685	Race	0.3138592685	BasketballLeague	0.2897552288	SoccerTournament	0.279966464	Sport	0.2455618286	AmericanFootballLeague	0.2286795536		GOLD_STANDARD:	Place	PopulatedPlace	Settlement			
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	3036	DODGE CITY_**_http://dbpedia.org/resource/Dodge_City,_Kansas	SoccerTournament	0.5773918519	WomensTennisAssociationTournament	0.370860353	GrandPrix	0.3466641977	Activity	0.2900077746	Sport	0.2900077746	AmericanFootballTeam	0.2829004252	TennisLeague	0.2812858692	BasketballTeam	0.2520176106	Tournament	0.2480901924	HockeyTeam	0.2409929498		GOLD_STANDARD:	Place	PopulatedPlace	Settlement	City		
	neel2015_uniq_distanceGoogleNews_results_ordered.tsv	2090	SK Tel_**_http://dbpedia.org/resource/SK_Telecom	MilitaryPerson	0.2911650759	ComedyGroup	0.2828836066	Ship	0.2421876393	Automobile	0.2004094388	Album	0.1849314377	PokerPlayer	0.1691088166	Bridge	0.1669153734	GrandPrix	0.1608008432	LawFirm	0.158170944	SoccerLeague	0.1561620734		GOLD_STANDARD:	Agent	Organisation	Company			
R	oke_uniq_distanceGoogleNews_results_ordered.tsv	330	Demerara_**_http://dbpedia.org/resource/Demerara	Island	0.268481206	Region	0.1745941003	AdministrativeRegion	0.1745941003	HockeyTeam	0.1633244855	MountainRange	0.1503041085	MilitaryUnit	0.1409905033	ArchitecturalStructure	0.1369720274	MilitaryStructure	0.1369720274	Artist	0.1351659698	PoliticalParty	0.1213320719		GOLD_STANDARD:	Place	PopulatedPlace	Country			
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	292	Giuseppe Garibaldi_**_http://dbpedia.org/resource/Giuseppe_Garibaldi	FashionDesigner	0.5579972752	Saint	0.45628186	SkiArea	0.3579853768	PrimeMinister	0.3518613662	Criminal	0.3152672204	Cardinal	0.3133286629	Pope	0.2997268595	Cyclist	0.2760422128	BeautyQueen	0.2684398427	Judge	0.2679857366		GOLD_STANDARD:	Agent	Person	OfficeHolder			
R	wes2015_uniq_distanceGoogleNews_results_ordered.tsv	2881	Bonnie_**_http://dbpedia.org/resource/Bonnie_and_Clyde	Cartoon	0.3827668467	HollywoodCartoon	0.3827668467	BasketballPlayer	0.3775095932	GivenName	0.3444993524	Name	0.3444993524	President	0.3377825263	PrimeMinister	0.3314315039	Stadium	0.3074891207	Astronaut	0.3005269594	Mayor	0.288992772		GOLD_STANDARD:	Agent	Person				
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	738	Matthew Maynard_**_http://dbpedia.org/resource/Matthew_Maynard	Judge	0.5255977752	Jockey	0.4874377833	Pope	0.4749259835	Scientist	0.4659821914	GivenName	0.4480104552	Name	0.4480104552	Governor	0.4446583138	Swimmer	0.4353582525	GolfPlayer	0.423147259	RugbyPlayer	0.4176137213		GOLD_STANDARD:	Agent	Person	Athlete	Cricketer		
	wes2015_uniq_distanceGoogleNews_results_ordered.tsv	1752	Robert Forester Mushet_**_http://dbpedia.org/resource/Robert_Forester_Mushet	BasketballPlayer	0.4760391098	President	0.458007184	Astronaut	0.4262488539	Medician	0.4015032681	PrimeMinister	0.3817083481	ReligiousBuilding	0.3770717333	GivenName	0.373306475	Name	0.373306475	MilitaryPerson	0.353101032	Station	0.3515137719		GOLD_STANDARD:	Agent	Person				
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	7523	Manhattan_**_http://dbpedia.org/resource/Manhattan	Park	0.2522461427	FashionDesigner	0.2253524555	Eukaryote	0.2054472607	Species	0.2054472607	Road	0.176266048	AustralianFootballTeam	0.1753350268	Saint	0.1673339966	HockeyTeam	0.1668853645	University	0.1617985279	Judge	0.1558688882		GOLD_STANDARD:	Place	PopulatedPlace	Settlement	City		
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	290	Lake Maracaibo_**_http://dbpedia.org/resource/Lake_Maracaibo	Park	0.4059729032	GolfCourse	0.3509724004	SkiArea	0.3370647381	BeautyQueen	0.2681659658	WorldHeritageSite	0.2385516863	ProtectedArea	0.2369543314	Mountain	0.2214939922	Island	0.2177961816	HistoricPlace	0.2013555507	CyclingRace	0.1927380918		GOLD_STANDARD:	Place	NaturalPlace	BodyOfWater	Lake		
RW	neel2015_uniq_distanceGoogleNews_results_ordered.tsv	1258	KFC_**_http://dbpedia.org/resource/KFC	Non-ProfitOrganisation	0.2275537962	Food	0.220935581	Beverage	0.1924998187	Game	0.1906345551	Airline	0.1694006072	Automobile	0.1597103685	NaturalEvent	0.1574249131	Earthquake	0.1574249131	Airport	0.1549450877	Company	0.1497847248		GOLD_STANDARD:	Agent	Organisation	SportsTeam			
	neel2014_uniq_distanceGoogleNews_results_ordered.tsv	1772	Carl Icahn_**_http://dbpedia.org/resource/Carl_Icahn	MartialArtist	0.473608124	RugbyPlayer	0.437733943	Economist	0.4206426352	ComicsCreator	0.3940536951	Congressman	0.3835424291	Comedian	0.3541192961	AmericanFootballCoach	0.3537592009	Astronaut	0.3485688137	FormulaOneRacer	0.32837849	WinterSportPlayer	0.308437279		GOLD_STANDARD:	Agent	Person				
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	4528	Ross Perot_**_http://dbpedia.org/resource/Ross_Perot	Senator	0.4518009514	Jockey	0.4354781269	Scientist	0.4191980339	LawFirm	0.4164372243	Governor	0.4129473655	Ambassador	0.4123739934	Judge	0.3858641191	GolfPlayer	0.3246694395	GridironFootballPlayer	0.3246293478	AmericanFootballPlayer	0.3246293478		GOLD_STANDARD:	Agent	Person				
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	4362	BELARUS_**_http://dbpedia.org/resource/Belarus_national_football_team	SoccerTournament	0.4933895222	GrandPrix	0.3661751395	HistoricPlace	0.3438311835	Activity	0.2607730572	Sport	0.2607730572	RadioStation	0.2535925392	Country	0.2416819173	BasketballTeam	0.2331893805	Sea	0.231972822	Newspaper	0.2194246372		GOLD_STANDARD:	Agent	Organisation	SportsTeam	SoccerClub		
	wes2015_uniq_distanceGoogleNews_results_ordered.tsv	4722	john James Audubon_**_http://dbpedia.org/resource/John_James_Audubon	BasketballPlayer	0.5261610811	ReligiousBuilding	0.4903905262	Cartoon	0.3915298625	HollywoodCartoon	0.3915298625	HistoricBuilding	0.3838800874	Astronaut	0.3810494113	President	0.3745189696	Medician	0.3581411209	PrimeMinister	0.3380387578	UnitOfWork	0.315769669		GOLD_STANDARD:	Agent	Person				
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	8358	VAIL_**_http://dbpedia.org/resource/Vail,_Colorado	SoccerTournament	0.273738506	HockeyTeam	0.2230712635	BasketballTeam	0.2225358468	OlympicEvent	0.2144840305	Mountain	0.2028826096	GrandPrix	0.1948526669	AmericanFootballTeam	0.1924628337	Activity	0.1645351126	Sport	0.1645351126	Olympics	0.1642154268		GOLD_STANDARD:	Place	PopulatedPlace	Settlement	Town		
	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	7448	John McNamara_**_http://dbpedia.org/resource/John_McNamara_(baseball)	Pope	0.7190678491	Judge	0.7020274743	Governor	0.5345622762	Jockey	0.5192734968	Ambassador	0.4891447242	Saint	0.4348731043	Scientist	0.4291420305	MusicalArtist	0.4091006383	GolfPlayer	0.4029671521	RugbyPlayer	0.399804669		GOLD_STANDARD:	Agent	Person				
R	oke_uniq_distanceGoogleNews_results_ordered.tsv	393	Thomas Erle_**_http://dbpedia.org/resource/Thomas_Erle	ChristianBishop	0.6125522129	Cleric	0.6125522129	MemberOfParliament	0.5988007984	Economist	0.5534465012	Congressman	0.5489461822	BeautyQueen	0.4850792575	Judge	0.4780306468	Publisher	0.4749516892	Politician	0.4064267041	Artist	0.3942108		GOLD_STANDARD:	Agent	Person	MilitaryPerson			
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	3679	Oasis_**_http://dbpedia.org/resource/Oasis_(band)	MusicalArtist	0.2824243628	Racecourse	0.2580455823	RaceTrack	0.2580455823	Artist	0.2520216366	Eukaryote	0.2364207852	Species	0.2364207852	Ship	0.2272691062	Mountain	0.1957596582	SkiArea	0.1946201276	Play	0.1936357051		GOLD_STANDARD:	Agent	Organisation	Group	Band		
R	AIDA-YAGO2_entities_and_links_uniq_dbpedia_distanceGoogleNews_results_ordered.tsv	3242	Yassin_**_http://dbpedia.org/resource/Ahmed_Yassin	President	0.2257320115	HistoricPlace	0.1991873573	Monarch	0.1977483599	BadmintonPlayer	0.1942772179	Legislature	0.1896104443	Weapon	0.1891857697	Device	0.1891857697	OfficeHolder	0.1706396893	EthnicGroup	0.1702050886	Prison	0.1692282965		GOLD_STANDARD:	Agent	Person				
	neel2015_uniq_distanceGoogleNews_results_ordered.tsv	1850	jimmy Bullard_**_http://dbpedia.org/resource/Jimmy_Bullard	MartialArtist	0.3591205409	BeautyQueen	0.2815232126	Congressman	0.2735351577	Economist	0.2499412151	Journalist	0.2459913305	Chef	0.2451500085	Actor	0.245059793	NascarDriver	0.240658475	AustralianRulesFootballPlayer	0.2399003034	WinterSportPlayer	0.2322779309		GOLD_STANDARD:	Agent	Person	Athlete	SoccerPlayer		
R	neel2014_uniq_distanceGoogleNews_results_ordered.tsv	2325	justinbieber_**_http://dbpedia.org/resource/Justin_Bieber	Song	0.3633413562	AmericanFootballLeague	0.2873244405	Ship	0.2819948249	Website	0.2738013731	InformationAppliance	0.2734065298	Device	0.2652446674	Boxer	0.2545057937	MusicalArtist	0.2441830126	MusicGenre	0.2426485849	Single	0.2409869133		GOLD_STANDARD:	Agent	Person				
